X,Y,OBJECTID,park_id,comment,longitude,latitude,feature_ty,map_label,full_path,edit_type,gps_date,last_edited_date,created_user,created_date,last_edited_user,park_name,Feature_Desc,type_id,feature_id,GlobalID,category,facility_name,address,city,zip_code,business_unit,responsibility
1448219.13376081,541282.408828646,1,165,"Mp Concession, Storage",-76.52083161,39.15195791,11, , ,ATTRIBUTE UPDATE,2013/09/12 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Sunset Park,"Multipurpose - Concession, Storage",,1833,{D4374465-A657-4770-A30B-CE318BD9F719},PARK,"Sunset Park - Multipurpose - Concession, Storage",8570 Fort Smallwood Rd,Pasadena,21122,8383,FMD W/DW
1420169.2272623,568178.845193148,2,040,BENCH,-76.61934645,39.226166,31, , , ,2013/04/23 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Brooklyn Park I,,,185069,{15ABEDBC-73FE-4FEF-A061-631E439C0086},PARK,,310 10th Ave,Brooklyn,21225,8397,
1420947.05116597,530104.544045314,3,159,ALUMINUM BENCH SET IN CONC,-76.61716443,39.12162167,30, , , ,2014/01/27 00:00:00+00,2014/11/25 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITGLAD00@AACO,Southgate Old Mill Park,,,185070,{1F0C8F86-C8F2-4DBE-AAC8-BA949C1B757B},PARK,,8224 Oakwood Rd,Millersville,21108,8380,
1469184.79852231,535254.327380896,4,077,WOODEN BENCH,-76.44703141,39.135082,31, , , ,2013/12/09 00:00:00+00,2014/11/26 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Hancocks Resolution,,,185071,{43943A01-0EB7-41C8-BF22-6D9D966B69EE},PARK,,2795 Bayside Beach Rd,Pasadena,21122,8391,
1473053.54734647,527595.174720228,5,001,4 TABLES 2 GRILLS,-76.43356025,39.11398813,8, , , ,2013/03/15 00:00:00+00,2018/05/24 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Downs Memorial Park,,,1495,{26090211-DADA-4BFB-9F61-05125664AD8D},PARK,,8311 John Downs Loop,Pasadena,21122,8322,
1446010.23201063,506528.910094306,6,175,NO PARKING,-76.52925261,39.05657031,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/B%20and%20A%20Trail/TG08151311.JPG, ,2013/08/15 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,185072,{0EA9C730-84DB-4870-B17A-88BE33EB8A09},PARK,,,,,,
1398032.9506688,412655.147710979,7,002,BLUEBERRY TRAIL,-76.69929416,38.79937643,39, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/Jug%20Bay/JUGBAY0222133.JPG, ,2013/02/22 00:00:00+00,2018/12/28 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Jug Bay Wetlands Sanctuary,,,185073,{4B841F1E-021A-44E9-9D9A-18012C3D5B72},PARK,,1361 Wrighton Rd,Lothian,20711,8334,
1470965.76936981,526822.91740647,8,001,"Bridge, Pedestrian (Near Western Campsite)",-76.44093489,39.11190318,55,,,,,,,,,Downs Memorial Park,,,1497,{FB8D033E-56EB-4BEC-9C52-682437290888},PARK,"Downs Memorial Park - Bridge, Pedestrian (Near Western Campsite)",8311 John Downs Loop,Pasadena,21122,8322,Rec and Parks
1440620.82907556,533985.841400817,9,078,PICNIC AREA 4 TABLES,-76.54775231,39.13203107,8, , , ,2013/07/08 00:00:00+00,2018/12/31 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Havenwood Park,Picnic Area,,2935,{10197CD2-DD79-40BC-B258-1A93FEEAFA4A},PARK,,7923 Outing Ave,Pasadena,21122,8405,
1447962.3311248,502006.955227479,10,175,REVELL STATION,-76.52246162,39.04412685,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/B%20and%20A%20Trail/TG08151328.JPG, ,2013/08/15 00:00:00+00,2021/04/08 17:28:14+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,B and A Trail,,,185074,{24A2F2AA-D6C0-476B-B3A2-800AAE8822AD},PARK,,,,,,
1406695.70598106,510380.523782149,11,010,Wooden Shed,-76.66764966,39.06762026,11, , , ,2013/12/24 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Dairy Farm,,,2427,{A7AF994E-44B1-4F6C-A7DB-7980B648E2CF},PARK,Dairy Farm - Shed (by Corn Maze),100 Dairy Ln,Gambrills,21054,8421,Rec and Parks
1418874.32401222,545836.89578265,12,072,ICE RINK,-76.62424196,39.16483983,4, , , ,2013/08/21 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Glen Burnie Town Center Ice Rink,Ice Rink,,1245,{4E33F7E6-0015-4957-BB37-F530F38376F6},PARK,,105 Crain Hwy N,Glen Burnie,21061,8044,
1415364.53542814,546898.474040061,13,147,BENCH,-76.63660562,39.16779348,31, , , ,2013/09/05 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Sawmill Creek Park,,,185075,{71C17443-691B-45C5-A8A9-9CB8C9B85D73},PARK,,7405 Charley Eckman Ln,Glen Burnie,21061,8332,
1427975.39143997,508784.19036065,14,017,BENCH,-76.59272678,39.06300062,31, , , ,2013/04/05 00:00:00+00,2014/12/15 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Arden on the Severn Park,,,185076,{9AC6F66D-D638-436C-B39C-53D576EAC63C},PARK,,1103 Sunrise Beach Rd,Crownsville,21032,8337,
1412489.8882903,545828.728148058,15,042,NO MOTOR VEHICLES,-76.64675914,39.1648874,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/BWI%20Trail/GW08201325.JPG, ,2013/08/20 00:00:00+00,2018/12/27 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,BWI Trail,,,185077,{E0A56AE0-549A-4B9D-B4DF-B46F1BC72488},PARK,,,,,,
1424757.46119605,460237.813700303,16,139,ALUMINUM BENCH SET IN CONC,-76.6047999,38.92974686,30, , , ,2014/01/06 00:00:00+00,2014/11/13 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Riva Area Park,,,185078,{4FBB552C-A27F-4DB5-A78B-B5BFE0727638},PARK,,3639 Riva Rd,Davidsonville,21035,8418,
1402170.41975605,404010.539015979,17,342,Krause Barn,-76.68488119,38.77560184,11, , , ,2013/03/08 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Emory Waters Nature Preserve (Jug Bay),Barn (Krause),,1585,{68FF485E-92F0-4CDE-842C-E9C6988E2D4F},PARK,Emory Waters Nature Preserve (Jug Bay) - Krause Barn,1361 Wrighton Rd,Lothian,20711,8334,Rec and Parks
1400427.83531472,432743.012390807,18,126,WATER-ROCK BRANCH,-76.69065207,38.85451115,12, , ,FEATURE ADDITION,,,ITLOLL99@AACO,2019/07/03 00:00:00+00,ITLOLL99@AACO,Wootons Landing Park,,,2784,{6BD0DEF3-67F1-44C9-A7AB-800D1DE5422A},PARK,,4550 Sands Rd,Harwood,20776,,
1456308.73667605,446639.504938975,19,005,CARTOP LAUNCH,-76.4941553,38.89198224,47, , , ,2013/04/03 00:00:00+00,2021/04/01 12:59:07+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,Mayo Beach Park,Water - Cartop and Swimming - Chesapeake Bay,232,2164100,{FC600B47-80A6-4275-9607-D39AAB436235},PARK,,4150 Honeysuckle Dr,Edgewater,21037,8325,
1437355.93206206,526819.130340561,20,004,BENCH,-76.55938376,39.11239805,31, , , ,2013/03/01 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Lake Waterford Park,,,185079,{39F83638-4DDF-44DF-96F3-92E0AF608FDC},PARK,,830 Pasadena Rd,Pasadena,21122,8324,
1430498.29715531,522135.861819983,21,003,WATER TAP,-76.58362711,39.09962802,36, , , ,2013/02/04 00:00:00+00,2019/01/09 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Kinder Farm Park,,,185080,{074BE1CF-2539-4820-9E58-88767D9E62A4},PARK,,1001 Kinder Farm Park Rd,Millersville,21108,8323,
1417344.88579814,552030.1048529,22,103,PARKING LOT - OLEN DR,-76.62954745,39.18186085,13, , , ,,2019/06/10 00:00:00+00,ITVMAN00@AACO,2019/06/10 00:00:00+00,ITVMAN00@AACO,North Glen Park,,,2017,{FA545D95-D6FB-49E5-924A-50A1EADAB0A1},PARK,,1391 Gordon Dr,Glen Burnie,21061,8408,
1427748.82594822,557594.816820562,23,023,ALUMINUM BLEACHERS MOVABLE,-76.59275784,39.19701738,34, , , ,2013/08/13 00:00:00+00,2015/10/30 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Bachman Sports Complex,,,185081,{83040806-3EB5-4357-B490-8FADE979FD86},PARK,,570 E Ordnance Rd,Glen Burnie,21060,8414,
1415451.74227472,546707.670943975,24,147,BIKE ROUTE,-76.63630072,39.16726867,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/Sawmill%20Creek/SAWMILL0228136.JPG, ,2013/02/28 00:00:00+00,2021/04/08 15:57:26+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,Sawmill Creek Park,,,185082,{E9ED32F5-5E14-4BEB-98D2-8155465B8CE8},PARK,,7405 Charley Eckman Ln,Glen Burnie,21061,8332,
1456869.35858631,499201.167860061,25,018,Concession,-76.49115629,39.03629105,11, , , ,2013/04/16 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Arnold Park,"Multipurpose - Concession, Restroom",,1270,{14A1E1F0-B915-421A-B086-89B0B7F1EECC},PARK,"Arnold Park - Multipurpose - Concession, Restroom",1325 Jones Station Rd,Arnold,21012,8338,FMD W/DW
1460326.10626598,528239.416870058,26,034,ALUMINUM BLEACHERS MOVABLE,-76.47840281,39.1159652,34, , , ,2013/05/21 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Bodkin Park,,,185083,{2B0C3A36-0DD2-4B5D-8D8A-FD16DB70FB05},PARK,,8263 Bodkin Ave,Pasadena,21122,8413,
1418298.74970405,552062.893829316,27,103,PARKING LOT - MAIN,-76.62618202,39.1819402,13, , , ,,2019/06/10 00:00:00+00,ITVMAN00@AACO,2019/06/10 00:00:00+00,ITVMAN00@AACO,North Glen Park,,,2016,{96C9E519-0A56-49CC-A981-0460E0249AA8},PARK,,1391 Gordon Dr,Glen Burnie,21061,8408,
1445972.91384381,506531.720128059,28,175,PET WASTE STATION,-76.52938397,39.05657856,52, , , ,2013/08/15 00:00:00+00,2021/04/29 16:19:43+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,B and A Trail,,,185084,{8004FD88-1770-4B34-AD8F-2F00A16F01C3},PARK,,,,,,
1402171.4345178,544215.125732228,29,042,BRIDGE (WOOD),-76.68317081,39.1605611,55, , , ,2013/08/19 00:00:00+00,2018/12/27 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,BWI Trail,Bridge (Dorsey Rd west of Old Telegraph),,2667,{0D79D31D-C153-4F00-8EF2-973D95F183C0},PARK,,,,,,
1406619.01781422,544985.016252816,30,042,BIKE ROUTE,-76.66747581,39.16263147,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/BWI%20Trail/GW0823136.JPG, ,2013/08/23 00:00:00+00,2015/11/04 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,BWI Trail,,,185085,{58E7B0F7-FCBA-49D9-B95B-6E3FA41B5CED},PARK,,,,,,
1455498.25470123,491899.722817317,31,175,PRIVATE DRIVE,-76.4961251,39.01626477,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/B%20and%20A%20Trail/TG08121312.JPG, ,2013/08/12 00:00:00+00,2021/04/08 17:23:52+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,B and A Trail,,,185086,{5C22A4E3-3DEA-4462-9D2B-CB404FA30B59},PARK,,,,,,
1425903.4461088,524604.461541563,32,065,ALUMINUM BLEACHERS MOVABLE,-76.59977953,39.10646226,34, , , ,2013/07/09 00:00:00+00,2016/07/14 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Elvaton Park,,,185087,{240317FB-67F2-442D-A8D7-C4811C8C543F},PARK,,311 Dogwood Rd,Millersville,21108,8352,
1452228.70185713,463901.556372806,33,006,COMPOSTING DEMO AREA,-76.50816316,38.93943995,4, , , ,2013/03/11 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Quiet Waters Park,,,185088,{4E5E2517-18BC-411D-B39F-72297342ACFF},PARK,,600 Quiet Waters Park Rd,Eastport,21403,8241,
1451600.42489848,527604.013613313,34,089,PRACTICE PITCHING MOUND,-76.50916782,39.11435349,50, , , ,2013/04/17 00:00:00+00,2021/04/29 16:26:30+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,Lake Shore Athletic Complex,,,185089,{1A573EF6-6FCB-4E80-963E-CE42528B8F8E},PARK,,850 Woods Rd,Pasadena,21122,8360,
1396550.29287297,503909.917300805,35,106,8X20/Storage /Sea Container,-76.70345643,39.04995019,11, , , ,2013/05/10 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Odenton Park,Storage - Sea Containers,,1727,{C64029D2-BBF3-4E43-AE19-B66A553E8E16},PARK,Odenton Park - Storage - Sea Containers,2899 Strawberry Lake Way,Odenton,21113,8364,Rec and Parks
1445843.97315681,537405.286005482,36,166,BENCH,-76.52927742,39.14134692,31, , , ,2013/04/01 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Tick Neck Park,,,185090,{FB2B89F1-811D-49E9-8D53-408757529F18},PARK,,8002 Edwin Raynor Blvd,Pasadena,21122,8363,
1421533.46436322,539828.782142729,37,175,Mars sign/sculpture,-76.61495292,39.14831368,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/B%20and%20A%20Trail/TG0904138.JPG, ,2013/09/04 00:00:00+00,2015/05/26 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,2492,{513D6AC8-9DCF-47C8-A192-68877E848D14},PARK,,,,,,
1472891.16151638,526025.670313314,38,001,Small Aviary,-76.43416684,39.1096817,11, , , ,2013/03/15 00:00:00+00,2016/05/11 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Downs Memorial Park,,,2728,{C238F317-955E-4BDD-BA42-AE0586527C64},PARK,Downs Memorial Park - Aviary,8311 John Downs Loop,Pasadena,21122,8322,Rec and Parks
1472519.62387364,527925.293154478,39,001,1 TABLES 1 GRILL,-76.43543477,39.11490358,8, , , ,2013/03/15 00:00:00+00,2018/05/24 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Downs Memorial Park,,,2743,{6F3A967C-BF73-4343-9A0B-00F0D1A5178C},PARK,,8311 John Downs Loop,Pasadena,21122,8322,
1457734.94707823,523772.087878227,40,094,Parking Lot - Lower,-76.4876235,39.10374004,13, , , ,,2016/10/12 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVMAN00@AACO,Loopers Field,,,2112,{B437922B-A731-498E-A4C5-15EE8352F5B4},PARK,,20 N Shore Rd,Pasadena,21122,8424,
1395538.16497597,405869.819746226,41,002,Observation  Blind And Weather Station,-76.70812407,38.78076758,4, , , ,2013/02/20 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Jug Bay Wetlands Sanctuary,Observation Blind (off Railroad Bed Trail),,1568,{F01F1DEB-A09C-4573-865A-1485B90423F7},PARK,Jug Bay Wetlands Sanctuary - Observation Blind,1361 Wrighton Rd,Lothian,20711,8334,Rec and Parks
1439583.2848908,539093.364978388,42,075,WOODEN BENCH SET AROUND PLANTER,-76.5513214,39.14606823,30, , , ,2013/08/21 00:00:00+00,2018/12/31 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Green Haven Wharf,,,185091,{7928D69D-A2CE-4EE2-8454-02EF4CC48DFD},PARK,,7720 Outing Ave,Pasadena,21122,,
1458663.4101163,464635.848211303,43,130,BENCH,-76.48552617,38.94135871,31, , , ,2013/07/09 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Peninsula Park,,,185092,{9497F2B0-FE0B-4BAA-BFC7-D6D2C861C072},PARK,,1005 Bay Ridge Rd,Annapolis,21403,8366,
1455761.64853139,540777.193303645,44,231,POSSIBLE FISHING SPOT,-76.49424505,39.15045909,46, , , ,2014/03/24 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Harry and Jeanette Weinberg Park,,,1254,{3B903910-88D5-4240-B2F7-C4F5E726EE68},PARK,,1632 Fairview Beach Rd,Pasadena,21122,,
1434822.82164273,521082.513532981,45,175,SPEED LIMIT,-76.56840667,39.09668079,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/B%20and%20A%20Trail/TG08281313.JPG, ,2013/08/28 00:00:00+00,2015/06/17 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,185093,{36F42FB9-8287-4281-B70B-A49915548CE7},PARK,,,,,,
1471684.49562263,525429.940533638,46,001,BENCH,-76.43843215,39.10806654,31, , , ,2013/03/20 00:00:00+00,2016/05/11 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Downs Memorial Park,,,185094,{E0DB8C9E-D27B-4265-B01B-042190D00603},PARK,,8311 John Downs Loop,Pasadena,21122,8322,
1451312.67777056,527038.208314478,47,089,Batting Cage,-76.51019264,39.11280427,50, , ,ADDITION,,,ITGLAD00@AACO,2019/06/26 00:00:00+00,ITGLAD00@AACO,Lake Shore Athletic Complex,,,10358,{F7886788-52E6-4549-969A-7A6906845070},PARK,Lake Shore Athletic Complex - Batting Cage,850 Woods Rd,Pasadena,21122,8360,Rec and Parks
1407653.63287097,557569.835243225,48,042,BENCH,-76.66366344,39.19717349,31, , , ,2013/08/21 00:00:00+00,2014/12/12 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,BWI Trail,,,185095,{6A5811D4-B62F-4D4E-BEFB-7C174773D1B7},PARK,,,,,,
1420172.46446055,568206.507539392,49,040,Concession/Conc Block,-76.61933461,39.22624191,11, , , ,2013/04/23 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Brooklyn Park I,"Multipurpose - Concession, Restroom, Storage",,1337,{C798B093-2F07-46FD-B43F-2FA992254D5B},PARK,"Brooklyn Park I - Multipurpose - Concession, Restroom, Storage",310 10th Ave,Brooklyn,21225,8397,FMD W/DW
1420553.12839739,571742.926975727,50,140,WOODEN BENCH SET IN CONC,-76.61793866,39.23594686,30, , , ,2013/08/01 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Riverside Park,,,185096,{13BF18E6-0C5B-4AFB-A17A-7CD223166098},PARK,,8 Old Riverside Rd,Brooklyn,21225,8372,
1460456.78152956,528089.580227479,51,034,WARM UP PITCHING MOUND,-76.47794527,39.11555176,50, , , ,2013/05/21 00:00:00+00,2021/04/29 16:37:24+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVBOD20,Bodkin Park,,,185097,{315A34AC-43BD-4538-BDC6-C873F32BB0AA},PARK,,8263 Bodkin Ave,Pasadena,21122,8413,
1439274.93675423,514576.715849057,52,175,BIKE RACK,-76.55283205,39.07875954,40, , , ,2013/08/27 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,185098,{F75AA4A5-20CF-4285-9A92-5E99925FDF62},PARK,,,,,,
1421038.98241255,489786.943906397,53,024,sign,-76.61743593,39.01092316,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/Bacon%20Ridge%20Natural%20Area/IMG_001589.jpg, ,2017/02/02 00:00:00+00,2017/04/18 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Bacon Ridge Natural Area,,,185099,{3D0758BB-E24B-4017-96A0-55099849F211},PARK,,1284 Bacon Ridge Rd,Crownsville,21032,,
1460168.01242206,528227.959871978,54,034,ALUMINUM BLEACHERS MOVABLE,-76.47896022,39.11593622,34, , , ,2013/05/21 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Bodkin Park,,,185100,{3D8A7A8E-0120-4E2C-A474-A65C3297AB70},PARK,,8263 Bodkin Ave,Pasadena,21122,8413,
1434545.7162258,521237.727789477,55,175,WOODEN BENCH,-76.56938046,39.09711054,30, , , ,2013/08/28 00:00:00+00,2015/06/17 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,185101,{889DCDEA-1957-444E-8777-E8A0DAA506BA},PARK,,,,,,
1474708.28452255,496275.743592814,56,026,Sentry Post Historic Building 208,-76.42841957,39.02796907,11, , , ,2013/04/23 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Bay Head Park,"Sentry Post, Historic - Building 208",,1305,{EA52DCB2-D5E0-4A1C-A101-45B688368ED5},PARK,"Bay Head Park - Sentry Post, Historic - Building 208",1661 Bay Head Rd,Annapolis,21409,8137,Rec and Parks
1404419.02155806,481634.006472141,57,029,Batting Cage,-76.67602758,38.9887144,50, , , ,2013/05/28 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Bell Branch Park,Batting Cage (by Field 3),,2342,{D61B1511-92D9-4B2A-8232-F91D0B137CF3},PARK,Bell Branch Park - Batting Cage,1150 Barbara Swann Way,Gambrills,21054,8402,Rec and Parks
1414891.56491739,546229.883841813,58,147,MOVABLE BLEACHERS,-76.63828314,39.16596298,34, , , ,2013/09/05 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITGLAD00@AACO,Sawmill Creek Park,,,185102,{200257AB-2455-4FA6-9A4E-572F1892C1F2},PARK,,7405 Charley Eckman Ln,Glen Burnie,21061,8332,
1461922.81370246,508148.22509715,59,160,PICNIC AREA,-76.47318399,39.06077763,8, , ,ADDITION,,,ITGLAD00@AACO,2019/06/04 00:00:00+00,ITGLAD00@AACO,Spriggs Farm Park on the Magothy,,,10080,{E51D5F03-DC27-4D81-BA4A-5C61391EDFB2},PARK,,965 Bayberry Dr,Arnold,21012,,
1407689.56882273,557742.215475887,60,014,YIELD/AT BWI TRAIL sign,-76.6635344,39.19764641,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/Andover%20Park/ANDOVER_0322132.JPG, ,2013/03/22 00:00:00+00,2015/11/04 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITLOLL99@AACO,Andover Equestrian Center,,,185103,{0F0CFDFB-FAA9-402C-94A4-5DCE9A42CB61},PARK,,433 Andover Rd,Linthicum Heights,21090,8330,
1448130.5611033,445409.58712323,61,047,PORTABLE RESTROOM,-76.52291074,38.88872612,6, , , ,2013/10/29 00:00:00+00,2018/05/24 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Carrs Wharf,,,1884,{CA322A26-CF95-4F1D-90F4-A9D05DB1ACF3},PARK,,1001 Carrs Wharf Rd,Edgewater,21037,8387,
1452692.0893818,496326.69001323,62,175,STEEL BIKE RACK,-76.50591704,39.02846177,40, , , ,2013/08/13 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,B and A Trail,,,185104,{A25C6D39-4147-45C7-8CFA-40432A2A6194},PARK,,,,,,
1405687.01738164,480725.109995976,63,029,CONC BENCH SET IN CONC,-76.67157808,38.98620641,30, , , ,2013/05/28 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Bell Branch Park,,,185105,{2930F9B7-0842-45B6-8B9B-4A6382730E1E},PARK,,1150 Barbara Swann Way,Gambrills,21054,8402,
1420393.59787655,568007.837661147,64,040,BENCH,-76.61855696,39.22569392,31, , , ,2013/04/23 00:00:00+00,2015/11/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Brooklyn Park I,,,185106,{91937AF7-C9C0-40A7-A1C2-3ACAC1E81D2D},PARK,,310 10th Ave,Brooklyn,21225,8397,
1396695.17283255,504240.626941234,65,106,Storage Building By Field 4 B,-76.70294249,39.05085692,11, , , ,2013/05/10 00:00:00+00,2022/10/13 19:45:16+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,RPMCCR07,Odenton Park,Storage Building (by Field 4B),,1730,{10B3431B-8211-443F-80D8-79957FB6661C},PARK,Odenton Park - Storage Building (by Field 4B),2899 Strawberry Lake Way,Odenton,21113,8364,Rec and Parks
1468419.69572181,534567.148965225,67,077,POSSIBLE FISHING SPOT,-76.44974327,39.133208,46, , , ,2013/12/17 00:00:00+00,,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Hancocks Resolution,Water - Back Creek,,1203,{5E2DAD10-F8BC-4E9F-BBE0-903B40CE8210},PARK,,2795 Bayside Beach Rd,Pasadena,21122,8391,
1421624.57704189,492470.887029305,68,312,CROWNSVILLE MEMORIAL,-76.61533528,39.01828562,38, ,http://countyconnect/sites/RecsParks/ParkPlannerDocs/Document%20Library/ParkSigns/Bacon%20Ridge%20Natural%20Area/BACONRIDGE_1570.JPG, ,2016/12/14 00:00:00+00,2017/03/03 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITMAGL23@AACO,Crownsville Cemetery,,,185107,{CAB3114F-593C-463F-A242-D6EC4821BCE2},PARK,,,,,,
1411847.10939214,559321.118157983,69,090,7 WOODEN BENCHES MOVABLE / 2  GRILLS,-76.6488431,39.20193838,8, , , ,2013/04/25 00:00:00+00,2018/05/24 00:00:00+00,ITMAGL23@AACO,2019/05/06 00:00:00+00,ITVMAN00@AACO,Linthicum Park,Picnic Area,,968,{0954AFCE-8490-46B5-86CB-DA720CB1F705},PARK,,306 Benton Ave,Linthicum Heights,21090,8361,
